Title,Date,Type,Country,Report No,PDF Link
Project Information Document - Liberia Electricity Sector Strengthening and Access Project (LESSAP) - P173416,2021-01-28T05:00:00Z,Project Information Document,Liberia,PIDA30193,http://documents.worldbank.org/curated/en/219861611834387278/pdf/Project-Information-Document-Liberia-Electricity-Sector-Strengthening-and-Access-Project-LESSAP-P173416.pdf
Philippines - EAST ASIA AND PACIFIC- P153268- Access to Sustainable Energy Project - Procurement Plan,2021-08-17T04:00:00Z,Procurement Plan,Philippines,STEP53068,http://documents.worldbank.org/curated/en/274341629210422145/pdf/Philippines-EAST-ASIA-AND-PACIFIC-P153268-Access-to-Sustainable-Energy-Project-Procurement-Plan.pdf
Pakistan - SOUTH ASIA- P163461- Khyber Pakhtunkhwa Hydropower and Renewable Energy Development - Procurement Plan,2021-12-13T05:00:00Z,Procurement Plan,Pakistan,STEP58214,http://documents.worldbank.org/curated/en/099320012132127302/pdf/Pakistan000SOU0t000Procurement0Plan.pdf
"Cote d’Ivoire, Mali, Mauritania, Niger, Senegal and the Economic Community of West African States (ECOWAS) - Regional Electricity Access and Battery Energy Storage Technology (BEST) Project",2021-05-19T04:00:00Z,Project Appraisal Document,Western and Central Africa,PAD3567,http://documents.worldbank.org/curated/en/783011623636135584/pdf/Cote-d-Ivoire-Mali-Mauritania-Niger-Senegal-and-the-Economic-Community-of-West-African-States-ECOWAS-Regional-Electricity-Access-and-Battery-Energy-Storage-Technology-BEST-Project.pdf
China - EAST ASIA AND PACIFIC- P162299- China Distributed Renewable Energy Scale-Up Project - Procurement Plan,2021-05-31T04:00:00Z,Procurement Plan,China,STEP49815,http://documents.worldbank.org/curated/en/188611624599977228/pdf/China-EAST-ASIA-AND-PACIFIC-P162299-China-Distributed-Renewable-Energy-Scale-Up-Project-Procurement-Plan.pdf
Nigeria - AFRICA WEST - P161885 - Nigeria Electrification Project - Audited Financial Statement,2021-06-25T04:00:00Z,Auditing Document,Nigeria,SCA0057214,http://documents.worldbank.org/curated/en/379601625831073703/pdf/Nigeria-AFRICA-WEST-P161885-Nigeria-Electrification-Project-Audited-Financial-Statement.pdf
Botswana - Programmatic Economic Resilience and Green Recovery Development Policy Loan Project,2021-05-14T04:00:00Z,Program Document,Botswana,PGD280,http://documents.worldbank.org/curated/en/758271626573635341/pdf/Botswana-Programmatic-Economic-Resilience-and-Green-Recovery-Development-Policy-Loan-Project.pdf
Environmental and Social Commitment Plan (ESCP) - Somali Electricity Sector Recovery Project - P173088,2021-09-30T04:00:00Z,Environmental and Social Commitment Plan,Somalia,,http://documents.worldbank.org/curated/en/851751633013847581/pdf/Environmental-and-Social-Commitment-Plan-ESCP-Somali-Electricity-Sector-Recovery-Project-P173088.pdf
Disclosable Version of the ISR - FCS RE Segou Solaire Mali Project - P148355 - Sequence No : 04,2021-05-24T04:00:00Z,Implementation Status and Results Report,Mali,ISR45512,http://documents.worldbank.org/curated/en/590511621866321795/pdf/Disclosable-Version-of-the-ISR-FCS-RE-Segou-Solaire-Mali-Project-P148355-Sequence-No-04.pdf
Nepal - SOUTH ASIA - P131592 - SREP-Supported Extended Biogas Project - Audited Financial Statement,2021-06-18T04:00:00Z,Auditing Document,Nepal,SCA0018388,http://documents.worldbank.org/curated/en/164681626870542853/pdf/Nepal-SOUTH-ASIA-P131592-SREP-Supported-Extended-Biogas-Project-Audited-Financial-Statement.pdf
Disclosable Restructuring Paper - Enhancement and Strengthening of Power Transmission Network in Eastern Region - P159974,2021-03-24T04:00:00Z,Project Paper,Bangladesh,RES45517,http://documents.worldbank.org/curated/en/258731616559897385/pdf/Disclosable-Restructuring-Paper-Enhancement-and-Strengthening-of-Power-Transmission-Network-in-Eastern-Region-P159974.pdf
1. Eskom AFS 2020.pdf,2021-02-26T05:00:00Z,Auditing Document,South Africa,SCA0009152,http://documents.worldbank.org/curated/en/647701614367081617/pdf/1-Eskom-AFS-2020-pdf.pdf
China - EAST ASIA AND PACIFIC - P128867 - Jiangxi Wuxikou Integrated Flood Management Project - Audited Financial Statement,2021-06-30T04:00:00Z,Auditing Document,China,SCA0052079,http://documents.worldbank.org/curated/en/450201631167266012/pdf/China-EAST-ASIA-AND-PACIFIC-P128867-Jiangxi-Wuxikou-Integrated-Flood-Management-Project-Audited-Financial-Statement.pdf
Environmental and Social Impact Assessment  Renewable Energy and Improved Utility Performance Project (P170236),2021-10-25T04:00:00Z,Environmental Assessment; Environmental and Social Assessment; Social Assessment,Cabo Verde,,http://documents.worldbank.org/curated/en/605101635170927028/pdf/Environmental-and-Social-Impact-Assessment-Renewable-Energy-and-Improved-Utility-Performance-Project-P170236.pdf
Environmental and Social Impact Assessment  Renewable Energy and Improved Utility Performance Project (P170236),2021-10-25T04:00:00Z,Environmental Assessment; Environmental and Social Assessment; Social Assessment,Cabo Verde,,http://documents.worldbank.org/curated/en/505631635183572357/pdf/Environmental-and-Social-Impact-Assessment-Renewable-Energy-and-Improved-Utility-Performance-Project-P170236.pdf
Cabo Verde - AFRICA WEST- P170236- Renewable Energy and Improved Utility Performance Project - Procurement Plan,2021-11-09T05:00:00Z,Procurement Plan,Cabo Verde,STEP56750,http://documents.worldbank.org/curated/en/373841636470781761/pdf/Cabo-Verde-AFRICA-WEST-P170236-Renewable-Energy-and-Improved-Utility-Performance-Project-Procurement-Plan.pdf
Accelerating Irrigation Expansion in Sub-Saharan Africa : Policy Lessons from the Global Revolution in Farmer-Led Smallholder Irrigation,2021-01-01T05:00:00Z,Report,World,160691,http://documents.worldbank.org/curated/en/479941624264066924/pdf/Accelerating-Irrigation-Expansion-in-Sub-Saharan-Africa-Policy-Lessons-from-the-Global-Revolution-in-Farmer-Led-Smallholder-Irrigation.pdf
Disclosable Version of the ISR - CL Technical Assistance for Geothermal Development in Chile - P152820 - Sequence No : 07,2021-05-31T04:00:00Z,Implementation Status and Results Report,Chile,ISR46810,http://documents.worldbank.org/curated/en/335111622440143100/pdf/Disclosable-Version-of-the-ISR-CL-Technical-Assistance-for-Geothermal-Development-in-Chile-P152820-Sequence-No-07.pdf
Official Documents- Disbursement and Financial Information Letter for Grant D744-MV,2021-03-02T05:00:00Z,Disbursement Letter,Maldives,,http://documents.worldbank.org/curated/en/683741614808749522/pdf/Official-Documents-Disbursement-and-Financial-Information-Letter-for-Grant-D744-MV.pdf
